id,text,label
1911347,"Ja nee, is klar,jeder Rentner,der Grundsicherung im Alter bekommt muß jährlich die ""Hosen runterlassen "" und jeden Furz den er ablässt,  dokumentieren !! Aber sowas kriegen unsere Beamten nicht in den Griff !!?? Sie sollten dafür haftbar gemacht werden!!!!  Das ist Schland, unsere Bananenrepublik!!!!!!",1.0
1911443,das alles ist wie Selbstbefriedigung...denn schon wieder oder immer noch wieder kümmern sich unsere Politiker nur um sich selbst und nicht um die Arbeit...da frage ich mich warum wählt ihr Idi... die eigentlich noch statt sie zu ....der einzig richtige Weg aus dieser Scheixxe ist Anarchie! ,1.0
1911581,"Vor Merkels denkwürdiger Flüchtlingspolitik kannte man Gruppenvergewaltigungen praktisch nur aus Auslandsberichten. ""Dank"" Frau Dr. Merkel und ihrer Gefolgschaft hat diese Perversität Einzug in Deutschlands Alltag gehalten.  Da komme  mir nur noch einer mit dem Eid: Alles zum Wohle des Deutschen Volkes.",1.0
1911719,"Jetzt auch schon gemerkt, ein Wunder ?! Denke mal, jede (Groß-)Stadt hat einen Clan. Als erstes sollte mal alles was mit ""Shisha"" zutun hat, in Deutschland ohne wenn und aber auch  verboten und geschlossen werden. ",1.0
1911733,"... und nun raten wir mal, wo diese Banden im wesentlichen her kommen?! Warum steht DAVON nichts in Ihrem Bericht?!",1.0
1912161,"Kopftücher ja, da nicht zu Europäischer Kultur gehörend und der Abgrenzung dienend. Kreuze NEIN, da Inbegriff der o. G. Kultur, wie auch die Kippa. Christentum u n d Judentum sind die Wurzeln auf denen dieses Europa ruht. Der Islam muss sich erst einmal integrieren lassen, sich von vielen teilen seiner Weltanschauung verabschieden. Beispiel: Mischehen, Beispiel: Konversion. Bei Juden und Christen kein Problem aber im Islam?!?! ",1.0
1912193,"Finde ich das Handeln des Vaters verwerflich? JA!! Halte ich diesen Quatsch, der ursprünglich in Irrland zu Hause war, für saublöde, mit schlimmen Folgen? J A!!",1.0
1912239,"Hecking labert tatsächlich was von ""zweimal nicht so gut geklappt"" und ""werden wir unseren Weg weitergehen"" - was für ein hohles Gewäsch.  Man kann ihn nicht mehr ernst nehmen.",1.0
1912483,"Was kann man von dem bunt-toleranten, Schein-Christen und islamdevoten ""Pfarrer"" schon erwarten. Herr Demski, wandern Sie doch bitte nach Saudi Arabien aus, wir brauchen echte Christen und nich so ein Buntspecht wie Sie.",1.0
1912639,"Es mag sein,das die Schwarzen diese Aussagen als ernidriegend und verletzen erachten. Das ändert nichts daran, das sie REALITÄT sind! Ebenso in Kongo, Tansania, Somalia, Eritrea ... Da kann man sich schon einmal auf unsere neuen Goldstücke freuen, die nach Unterzeichnung des UN Migrationspaktes in Massen kommen werden!",1.0
1912805,"Warum geht die Werbung für die Grünen eigentlich weiter, wo doch erst Mal keine Wahlen stattfinden? Das Gebabbel von Habeck lesen sich doch überwiegend eh nur wuschige Pädagoginnen älteren Semesters ernsthaft durch.",1.0
1912827,"Den Medien und dem Kommerz ist es gelungen aus einem christlichen Feiertag (Reformationstag) eine Gruselveranstaltung zu machen.   Eigentlich müssten an Halloween Kinder auf Gruselerlebnisse vorbereitet und eingestimmt sein, bei dem Hype der für diese alte irische Tradition gemacht wird. Trotzdem hätte ich dem doofen Clown meine Meinung gesagt und ihm vielleicht auch eine geklebt.  ",1.0
1912843,"Ha, stimmt es also doch: Ein Karnevalsverein ;>))))))",1.0
1913139,"Der Täter---mal wieder---ein Muslim....dort gehören neben der ""Ehre""  Messer dazu, um eben diese Ehre bis aufs Blut zu verteidigen.",1.0
1913283,Ein absoluter Vollhonk. Sollte besser Bankkaufmann lernen. ,1.0
1913475,"Migranten assimilieren selten. Dann wäre es besser die gehen wieder. Abwanderung wäre mir lieber. Es sei den, die würden freundlicher sein, und sich unters Volk mischen. Aber die Verweigerung, eklatant. Einfach beschähmend die Leute. Wollen unter sich bleiben. Beschähmend sag ich nur. ",1.0
1913499,Bei unsere Bundespolizei arbeiten schon einige Granaten. Avanti Diletantti.,1.0
1913513,"Steigt aus! Geht mit Gott, aber GEHT!  Auf ins Steuerparadies Uliwood. Es ist ja nicht zum aushalten wie großkotzig sich diese Menschen verhalten. Die Leute die an sowas noch spass haben, tuen mir ehrlich leid.  Und das hat wirklich nichts mit Neid zu tun! ",1.0
1913537,Na und? Merkel plant die von Krampf-Karrenbauer doch auch seit einer gefühlten Ewigkeit. Derartige Weitergaben von politischen STaffelstäben erinnern irgendwie an die DDR oder die Kims in Nordkorea.,1.0
1913571,Ich würde Maghrebis  mehr fürchten‘  Ist ja klar dass Migranten Didier sich drüber beschweren ,1.0
1913621,"Kühnert? Ist das nicht der mit 5 anstudierten und dann aufgegebenen Fächern? Der mit der großen Klappe über Alles und einem Wissensstand darüber von Null hat. Der Bully der glaubt mit genügend wahnsinnigen Vorschlägen in der Politik ein gemachtes Bett finden zu können? Weshalb gibt die RP solchen Nieten auch noch ein Sprachrohr? Die SPD liegt bereits am Boden, muss man da auch noch mit einem Kühnert nach treten?",1.0
1913635,Hoffentlich reißen sie dem Jensilein mal richtig den Ars.... auf! ,1.0
1913741,"""Gutachter warnt vor Nutzung von bestimmten Worten....."" Insbesondere sei die AFD davor gewarnt, solche Begriffe wie Kanzlerdarstellerin, Bundeswarze (Claudia Roth), links-grün versiffte Journaille,  Clankriminalität oder illegale Migration zu verwenden. Diese Begriffe könnten zu starke Realitätsbezüge herstellen und die Bevölkerung verwirren.",1.0
1913801,"Obama muß sich doch nur einmal nach Deutschland schauen. Dann wird er sehen, wieviel Tod, Terror, Vergewaltigungen, Überfälle, Messerattacken und weitere schwerstkriminelle Taten durch Asylanten ausgeübt worden sind und leider auch immer noch werden.",1.0
1913917,"Ein Kannibale ist in der agierenden Pädophilenpartei recht gut aufgehoben. Im Anschluss ihrer inzestiösen und pädophilen Vergehen, können die Steineschmeißer ihre Beweise verschwinden lassen.  Viel Glück noch...... Und ich lad schonmal den Karabiner durch. ",1.0
1913935,"Ein Kannibale ist in der agierenden Pädophilenpartei recht gut aufgehoben. Im Anschluss ihrer inzestiösen und pädophilen Vergehen, können die Steineschmeißer ihre Beweise verschwinden lassen.  Viel Glück noch...... Und ich lad schonmal den Karabiner durch. ",1.0
1913953,"entlich habe ich einen Praesidenten der seine wahlversprechen einhaelt;auch wenn es einigen hier in den Foren  und der ""Luegenpresse"" nicht past.Er ist der Praesident der USA und nicht verantwortlich fuer alle die ""Gutmenschen"" und ""Geldhungrigen"" Corporations,die mit dem Terrorregieme Iran Geld schaufeln wollen.  Trump ist ein ""Macher"" Obammer war und ist ein ""Loooser""!  PS: OH mei, ich hoffe mein Beitrag ist confirm mit den moralichen rechtlinien der RP!",1.0
1913955,"Seine unglaubliche Dummheit macht Kühnert gefährlich. Für die SPD und für das ganze Land. Er glaubt offenbar, dass er mit Dreistigkeit und dummem Geschwafel über seine intellektuellen Defizite hinwegtäuschen kann. Ich hoffe, dass auch die SPD selber das erkennt und dieser Cretin in der deutschen Politik keine Zukunft hat.",1.0
1914191, Die SPD ein 16 % Partei stellt Forderungen  bei Neuwahlen seid Ihr weg vom Fenster. Die SPD ist für mehr Flüchtlinge für einen Mindestlohn von dem Niemand Leben kann ein Mietpreisbremse die nicht Hilft. Die SPD ist Wertlos verpisst euch . Ihr seid die Mehrheitsbeschaffer für Merkel.,1.0
1914425,"Nahles: ""Und jetzt gibt´s was auf die Fresse"". ABER auf die eigene von Nahles. UND das ist GUT SO:",1.0
1914471,Nazis welcome....,1.0
1914815,In Kroatien warten derzeit ca.20.000 'Migranten' auf den Durchmarsch nach Deutschland. Details unter https://www.krone.at/1801367,1.0
1914951,"Die Karnevalsaison fängt dieses Jahr schon ein paar Tage früher an - diesmal wird in Berlin der Hoppeditz heraus gelassen. Wieviel närrisches Treiben muss man sich von den Parteien noch bieten lassen? Die SPD scheint nun endgültig ins Abseits zu verschwinden.   Menschen, die sich für Deutschland verdient machen, indem sie die Wahrheit hervor holen, um uns vor radikalen Kräften zu schützen, werden von jämmerlichen politischen Figuren weggemobbt.  Schäme dich, Deutschland!",1.0
1914991,Der Medienhafen muss besser angebunden werden. Am besten durch eine U-Bahn https://extern.linieplus.de/proposal/duesseldorf-stadtbahn-u-bahn-in-den-hafen/,1.0
1915085,"Warum spielen immer muslime terrorspiele ? Und das weltweit. Wenn wir den Kampf um das Wasserloch in Afrika mal rauslassen, sind 95 % der aktuellen Kriegshandlungen / Anschlaege islambedingt ! Ja groko, holt mal noch mehr von den geistig Minderbemittelten ins Land. Die schaffen uns. Ist doch wohl das eherne Ziel von ADK oder besser bekannt auch als 'Erika'. ",1.0
1915155,"""Die Migranten fliehen vor Armut und Gewalt in ihren Heimatländern""  Man kann vor den Problemen nicht weglaufen, man kann sie nur vor Ort lösen.  In Wirklichkeit bringen Migranten aus Lateinamerika allzu oft Armut und Gewalt in die USA. Siehe L. A, siehe Miami, etc.   Schade um dieses großartige Land. ",1.0
1915227,"Nach diesem ""Linksradikalen""-Unsinn steht nicht nur der längst überfällige Rausschmiss, sondern wohl dringend auch eine Überprüfung des geistigen Zustands dieses Herrn an. Die jahrelange Be-Seehoferung hat wohl Spuren hinterlassen. Wer so redet , für den ist anscheinend alles -außer AfD- ""linksradikal"". So kann man vielleicht am Nationalisten-Stammtisch blöken, aber nicht in dieser Position. Ein Fall für den Psychiater!",1.0
1915237,"Wenn schon 11jährige Zugang zu scharfen Waffen haben und damit nach Belieben rumballern können, dann wird es allerhöchste Zeit für andere Waffengesetze in den USA. Aber das kapiert das Trumpeltier mitsamt seinen Getreuen nicht.",1.0
1915713,hört endlich das Jammern auf...schiesst einfach mehr Tore als der Gegner und seid so ausgebufft das IHR den Elfer bekommt und die Welt ist wieder in Ordnung...aber das Jammern ist einfach nur peinlich nicht nur das ihr die LOSER seid ihr macht euch auch noch lächerlich!  Was seid ihr nur für Waschweiber...habt ihr eure Mutti schon angerufen?,1.0
1915761,Sehr guter  RTL WEST Kommentar zum UN-Migrationspakt  https://www.youtube.com/watch?v=LVFA8XrugUU&fbclid=IwAR1HXT5y9HbhxK1D7_krz3nCVpzGZH3DERH8NcsAbZXM0tAh5_IbGukIjc0,1.0
1915765,Merkwürdige Umfrageergebnisse.Mich würde mal interessieren welche Deutschen da immer befragt werden.Wahrscheinlich nur klatschende Parteimitglieder die eh nicht selbständig denken können.,1.0
1915777,"Im Gegensatz zu unseren Politikern, allen voran die agitationserprobte ehemalige FDJ-Sekretärin Merkel, spricht Herr Maaßen hier ganz offensichtlich Fakten an, während Leute wie Maas & Co. von Fake-News-Gesetzen schwadronieren. Erinnert irgendwie an kommunistische Systeme, wo schwarz plötzlich weiß und umgekehrt ist, gegen jede Vernunft. ",1.0
1915951,"Die Dame haut sich doch laufend selbst eine in ""die Fresse"" ... Und gehört abgelöst!",1.0
1916059,"Es ist gut, wenn der Verein Fortuna samt seiner asozialen Anhängerschaft schon Mitte kommenden Jahres wieder aus der Bundesliga verschwunden ist. Er gehört dort eindeutig nicht hin.",1.0
1916061,"Fragen uns jeden Spieltag0  ""Wie schaffen es diese  ""Chaoten"",  diese  ""hirnlosen Idioten"",  diese  ""Vollpfosten"",  wie soll man sie sonst noch benennen,  dieses  ""Zeug""  in die Stadien zu bekommen ???? -   Die kontrollierenden Verantwortlichen  schlafen, in unseren Augen, ganz ganz gewaltig,  oder  . . . . . . . . .  =  das wagen wir gar nicht auszusprechen !!!! - ",1.0
1916355,"Schröder, der völlig abgedrehte Putin-Vasall.....  Hochnotpeinlicher Ex-Kanzler.....schon damals ein Opportunist.... Er hält die in *die Fresse schlagende* Nahles wahrscheinlich auch für kompetent.... Exakt der Grund, warum die SPD bald in Richtung---sich stabil haltende 15 %-- hineindämmert.",1.0
1916375,Oh Frau ANahles wie geht `s  denn weiter?  Ich denke wie als Großmaul versprochen  hau Dir  selbst in die Fresse.  ,1.0
1916519,"ich würde mich freuen, wenn die Justiz mit ähnlicher Härte und Konsequenz gegen kriminelle Mehrfachtäter mit Migrationshintergrund vorgehen würde. Da spielt es offensichtlich keine Rolle wenn mehrfach Vorbestrafte Nafris wiederholt straffällig werden, die laufen alle frei rum und halten sich den Bauch vor Lachen über unsere ""Justiz""",1.0
1916565,"Pardon, aber mit dem Kolben im Gesicht ""Sexiest Man Alive""?  Diese gewollte Gleichmacherei nimmt immer groteskere Züge an.",1.0
1916581,"Das ist dann aber gefickt eingeschädelt gewesen, wenn der einsame Rechtsextreme Flugblätter in arabischen Schriften verteilt hat. Komisch, dass woanders die arabischen Flugblätter im Vordergrund stehen. Die RPO versucht einen Täter aus dem rechtsextremen Milieu in den Vordergrund zu schieben. Ist das Kalkül?",1.0
1916587,der Kommentar ist nicht aufgeführt.,1.0
1916639,"Umgekehrt wird ein Schuh daraus! Wenn diese Ultra-Pappnasen nicht mehr zündelnd und gröhlend die vielen Anhänger verschrecken würden, die gerne kommen würden (mit Kinder), dies aber wegen dieser Intelligenzfreien nicht tun, wäre das Stadion voll. Und wenn die Mannschaft gut spielt und alles gibt, braucht es auch keinen psychopathischen Einpeitscher, denn dann ist Stimmung von alleine da!!",1.0
1916661,"Ah, auch bei dem muss wohl ein neues Thema her, wo ihm das Wasser inzwischen schon bis zum Hals steht. https://www.handelsblatt.com/politik/international/frankreich-macrons-umfragewerte-sacken-weiter-ab/23102832.html?ticket=ST-952192-PMmHMjbMiJ1KoCLTch5e-ap1",1.0
1916765,"Verschwörung? Es ist doch bekannt, dass die Antifa von den Partien SPD, CDU, Grüne, Linke hofiert wird!  Eine bessere Analyse des Falls ist hier zu finden:  Causa Maaßen: Im Reich der Lügen https://www.journalistenwatch.com/2018/11/06/causa-maassen-im/",1.0
1916895,"Nunja, ich denke es gibt z.B. bei manchen Parteien sicherlich Verbindungen zur Antifa! Von daher ist dies keine Verschwörung.  Lesenswerter Artikel:  Causa Maaßen: Im Reich der Lügen https://www.journalistenwatch.com/2018/11/06/causa-maassen-im/  Ich bin gespannt ob Herr Maaßen ein Buch veröffentlichen wird?!",1.0
1917097,"Schöne Forumlierung: Deutsche Staatsangehörige,  alsokeine eingeborenen Deutschen. Warum nennt man nicht die Wurzeln der Täter dazu? Immer diese Desinformationspolitik!",1.0
1917139,"Merkt der ""Alte Mann"" denn nicht. daß sein Stern schon längst erloschen ist? Also Gerd, Klappe halten. Und kümmere dich um dein Liebesleben und deine Russenfreunde!",1.0
1917335,"Jagd ist ein Freizeitspaß für Privilegierte. Anders als immer wieder behauptet, regulieren Jäger weder wirksam die Tierbestände noch schützen sie den Wald – das ist vielfach wissenschaftlich nachgewiesen (siehe z. B. Quelle unten).   Der Gesetzgeber könnte zerstörte Hochsitze am einfachsten vermeiden, indem er die Jagd grundsätzlich verbietet und mit der Wilderei gleichstellt.  https://www.swr.de/odysso/kritik-an-der-jagd/-/id=1046894/did=4745794/nid=1046894/16lk4ze/index.html ",1.0
1917407,"Warum spielen immer muslime terrorspiele ? Und das weltweit. Wenn wir den Kampf um das Wasserloch in Afrika mal rauslassen, sind 95 % der aktuellen Kriegshandlungen / Anschlaege islambedingt ! Ja groko, holt mal noch mehr von den geistig Minderbemittelten ins Land. Die schaffen uns. Ist doch wohl das eherne Ziel von ADK oder besser bekannt auch als 'AM'. Auch hier im 'deep south' von Thailand mit ca. 300 Toten pro Jahr sind es immer islamistische Terroristen die toeten. ",1.0
1917511,"Aus Wiki: Sie (die Familie Schröder) lebten 1957 als achtköpfige Patchworkfamilie in einer Zweizimmerwohnung im westfälischen Osterhagen. Über seine Familie sagte der spätere Kanzler unverblümt: „Wir waren die Asozialen.“  Das hat sich bei ihm wohl nie geändert. Außer natürlich die Vorzeichen von Arm nach Reich. Und wenn man seinen Lebensweg sieht, sowie dass er offensichtlich keine eigenen Kindern zeugen konnte, versucht er dies mit seinem erreichten Wohlstand und seiner Macht zu kompensieren.",1.0
1917617,"Mir hat mal jemand gesagt, man müsse seinen Spitznamen GASGERD einfach nur rückwärts aussprechen, dann weiß man was er tatsächlich ist.",1.0
1917839," willi07 Mittwoch, 7. November 2018  Sie scheinen sich nicht gut in der amerikanischen Politik auszukennen.  Was ich wieder überraschend finde - genauso wie in Deutschland - das Frauen offensichtlich die Sicherheit anders bewerten, obwohl sie in größerer Form die Benachteiligten sind.",1.0
1917977,Span ist wirklich der größte Dummschwätzer der CDU. Und der will für die Parteiführung kandidieren? Trumpisierung der deutschen Politik - gruselige Idee.  Und noch gruseligen: damit ist er gegenüber Merz noch das kleinere Übel! ,1.0
1918327,"Noch ein Beispiel aus Deckers Studie:  ""Jeder Zehnte findet ausdrücklich, dass „Juden etwas Besonderes an sich haben und nicht so recht zu uns passen“""  Juden schächten Tiere bei lebendigem Leibe und verstümmeln die Vorhaut ihrer männlichen Nachkommen.  Ja, das paßt nicht so recht zu ""uns"".",1.0
1919099,"Endlich !  Ich freue mich für die Bewohner des Dorfes sodass jetzt wieder , hoffentlich , Ruhe für diese einkehrt . Denn diese vermummte Nachbarschaft braucht keiner ......",1.0
1919167,"Politiker sind alles Dummschwätzer, Arbeiten tun die auch nicht. Die können gar nicht arbeiten. Die bekommen alles für Lau",1.0
1919169,Trump ist kein Mensch mit Gehirn,1.0
1919295,Wird es den Linksradikalen zu kalt in ihren Baumhäusern? Erbärmliches Pack!,1.0
1919319,"Weitere wichtige Info´s:  Das UN-Migrationsabkommen/-pakt: Definition, Inhalt, Bedeutung, Konsequenzen https://www.journalistenwatch.com/2018/11/08/das-un-migrationsabkommen/  Pressant: Warum auch Deutschland den UN-Migrationspakt nicht unterzeichnen darf https://philosophia-perennis.com/2018/11/08/pressant-warum-auch-deutschland-den-un-migrationspakt-nicht-unterzeichnen-darf/ ",1.0
1919473,"Das kommt davon wenn man das Verkehrsministerium mit Nieten und Lobbyisten, seit 2009 unter Federführung der CSU, besetzt.  Ramsauer, Dobrindt und Scheuer, agieren wie Tinky-Winky, Dipsy, Laa-Laa, fehlt nur noch Po. Aber am Arsch ist jedoch nur der Dieselkäufer mit Euro 4 und 5.   Wer jetzt noch auf die schiefe Ebene kommt einen neuen Diesel zu kaufen, sollte es ganz lassen - oder Euro 6d (2020). ",1.0
1919595,"Moment mal: ""Im landwirtschaftlichen Raum sei sexuelle Gewalt gegen Tiere durchaus üblich."" Hat das etwa auch Einfluss auf die politischen Präferenzen der Personen? Das erklärt dann wohl einiges...",1.0
1919993,"Ich erinnere mich, irgendwann, irgendwo mal gelesen zu haben, dass die Umsetzung zur Einhaltung der Stickoxide schon seit Jahren überfällig ist. Man also gegen die Gesetzgebung hantiert, richtig? Und wenn der Kleine da jetzt die Fahrverbote als ""rechtswidrig"" bezeichnet, setze ich ihn auf die gleiche Schiene wie die Baumaffen im Forst - die hantieren auch ""nur"" gegen das bestehende Gesetz und fühlen sich im Recht. ",1.0
1920561,Helikopter-Eltern ?  Soll das ein Scherz sein?  Wohl eher Helikopter-Eltern mit Migrationshintergrund.,1.0
1920565,Der Antisemitismus steigt proportional zum Anstieg der muslimischen Bevölkerung.,1.0
1920635,"Was ist mit den ganzen Aertzten und anderen Fachkraeften,die eure mutti aus afrika und  anderswo eingeladen hat?",1.0
1920655,"Solange die ideologisch verbohrten, linken, selbsternannten Guten keinen Unterschied zwischen ""Rechts"" und ""Rechtsextrem"" hinbekommen, kann man diese geistigen Minderleister nicht für voll bzw. zurechnungsfähig nehmen.",1.0
1920783,"So widerwärtig jeder Überfall/Übergriff ist:  Gibt es Täter, denen man etwas nachweisen kann ?  Ist der Staatsschutz auch alarmiert, wenn muslimische Mitmenschen Frauen und Mädchen überfallen, vergewaltigen oder ermorden ? Ist ja auch Rassismus. ",1.0
1920797,"Der neue Faschismus zeigt auf andere und nennt sie ""Faschisten"". Dieser Dreck!",1.0
1920939,Hat unser aller Bundesschwätzer auch etwas zu den massiven Wahlfälschungen in Hessen gesagt? Oder ist das nicht so schlimm? Schließlich wurden ja die selbsternannten Guten bevorteilt....,1.0
1920983,"Wenn ich mich entscheiden müsste zwischen Annegret und dem Freitod, dann wähle ich letzteres.  ",1.0
1920993,"Und keinen ist aufgefallen das der Mann nicht geistig auf der Höhe war? Was wurde den vorher mit dem "" Kunden vereinbart "" Man muss mal überlegen wie verzweifelt man sein muss, wenn ein behindert Mensch immer wieder abgeklatscht wird. Hier ist dieser Mensch  für seine Tat nicht verantwortlich, dafür Klappse angesagt? Zum Kotzen.",1.0
1921077,"Merz ist m.E. auch nur ein Fähnchen im Wind, ein Dummschwätzer. Er hat alles erreicht, hat Kohle ohne Ende, was jetzt kommt ist nur noch für's Ego, brauchen wir nicht, von solchen Typen haben wir schon reichlich.",1.0
1921177,"Man sollte Macron jetzt nicht im Regen stehen lassen! Ein deutliches Wort aus Deutschland wäre jetzt angebracht, um diesem arroganten Emporkömmling mal seine Grenzen aufzuzeigen.",1.0
1921405,"Kretschmann gehört nun laut SPD zum Pack!?? Kretschmann, ein NAZI!??",1.0
1921421,"Diese Antwort wäre für den Lumpen angemessen gewesen: ""Get the hell out of here you a...hole"". Es ist wirklich eine richtige Flegelei was sich dieser Rassist und Fremdenfeind und Politclown da mal wieder geleistet hat.",1.0
1921667,"Bleibt zu hoffen, daß dieser giftgrüne Haufen isoliert in Europa dasteht und diese Krankheit nur auf die BRD beschränkt bleibt. Angriffe gegen Polen, Ungarn, Tschechien und Österreich - das nenne ich europäische Eintracht nach Art der bundesdeutschen Grünen",1.0
1921741,"Wer dieses Interview mit seinen vielen dümmlichen Aussagen ließt, kann doch nicht mehr ernsthaft in Erwägung ziehen, die Grünen zu wählen. NRW hat unter der Regierungsbeteiligung der Grünen schwer gelitten. Aber das aktuelle Personal ist noch viel schlimmer, als Nanni und der ungelernter ehemalige Unweltminister. ",1.0
1921767,An Arroganz und Spinnerei nicht mehr zu überbieten Herr Merz. Sie tauchen aus dem nichts aus und wollen Millionen von Wählern den Kampf ansagen? Misten Sie den Stall mal richtig aus und trennen Sie sich von der Blockade und Betonpolitik oder schaffen Sie das nicht?,1.0
1921795,"Inhaltlich hat er mit den Männerhorden (unabhängig von der Nationalität - ergänzt durch ""mit niedrigen Bildungsstand und niedrigen Karriereaussichten"" - Recht.  Aber wohin? Aufs Dorf????  Tolle Aussichten für ein Dorf oder eine Kleinstadt.... Wieder mal nicht zu Ende gedacht bei den Politikern...",1.0
1921901,"Die Frage ist doch, warum der Bettler keinen Mantel hatte. Hat er ihn versoffen?",1.0
1922007,"Verkehrte Überschrift!  ""Laschet besucht Zwangsumgesiedelte!""  Das ist die korrekte Überschrift!",1.0
1922073,"So, Leute, darauf dürfen wir uns einstellen. Diese Visage sehen wir nun tâglich in allen Medien. Was haben wir verbrochen?",1.0
1922321,"""Ich lebe normalerweise davon, dass ich schnell denke....""  da muss der warmduscher aber schon längere zeit schlecht leben ""....dass war heute zweimal nicht der Fall, ganz schlimm..."" da soll er mal die national-spiele addieren bei dem er soviel verbockt. da kommt er auf die gleiche summe von fehlern. schlichtweg ein jammerlappen isser und schon seid jahren nicht mehr wie eine winter-hummel ! ",1.0
1922339,"""  Der Flughafen Düsseldorf begrüßt dies grundsätzlich, weil er hofft, mit Laudamotion einen gestärkten Partner zu haben, der ab Sommer 2019 neben touristischen Zielen auch Städteverbindungen ins Programm aufnehmen wird. "" Und Schweine können fliegen",1.0
1922487,Wer hat uns verraten - Sozialdemokraten !,1.0
1922581,"Jaja.....so sind  ´se, die Weiber! Un dwenn er sie verschmäht hat, wird auch sie sich bei dieser merkwürdigen ""me too"" Bewegung anmelden, als Enttäuschung, dass er sich für sie nicht wikrlich interessiert hat. Warum denn auch?! Hat er doch die bestaussehendste First Lady, die die Welt jemals gesehen hat. Merkel? *urgs*, schon allein der ihre Fingernägel....bäääh.",1.0
1922593,"Naja, es gibt eben genuegent leute deren hirn zu sche.... mutiert ist.",1.0
1922605,"Bierdusche hin oder her und mir ist egal, wie ein Ex-Knacki mit seinem Gesinde über den Platz marschiert. Hauptsache Gladbach steht vor den Bayern. ",1.0
1922807,"Ja, Merkel und ihre letzten Bussi-Bussi Freundchen Macron und Juncker. Viel Großes zu sagen hatte sie mal wieder nicht. Aber sie lebt inzwischen vom So-tun-als-ob und den immer gleichen Worthülsen, mit denen sie auch immer versucht, vor allem das deutsche Volk in ihrer Neujahrsansprache zu quälen. ",1.0
1922809,"Jaaa ... so ist das, was einige linksverdehte hier schreiben! ..Einfach nicht hingehen...wo man früher hingehen konnteund denGrabschern das Revier überlassen! Armes ! Is eh nix mehr zu retten!",1.0
1923095,"So werden unsere Steuergelder in unverantwortlicher Art und Weise ""verbraten""! Warum glauben bestimmte Politiker der Stromlobby, dass E-Busse sauber wären? Sie sind nur eins: viel zu teuer. Dabei gibt es kostengünstige UND saubere Alternativen! https://www.br.de/nachrichten/deutschland-welt/stadtwerke-augsburg-biomethan-schlaegt-elektromobilitaet,R8q8Kik?fbclid=IwAR32kMcowsJ-Z-LxVGmGCsAlgRA5P8qonQ8n0ZqthrhtQm4qFa-KLWCG8rE",1.0
1923119,"In so einer Live-Talkrunde müsste man sich nur trauen, Nahles einmal zu fragen, in welcher Berufssparte, außer Politik, sie ihren Unterhalt verdienen könnte! Nahles hat N I E etwas gelernt! Sie ist im Sinne der Arbeitswelt eine Ungelernte, ohne Ausbildung, ohne Studium. Vielleicht hat sie auch nur deshalb ein ""Herz"" für Asylanten?!?",1.0
1923173,"KGE fordert den sofortigen Rücktritt von Seehofer. Diese ""Frau von Beruf"" sollte wegen ihrer politischen Inkompetenz besser schweigen, ""Papagei*innen"" gibt es genug. In der Natur haben sie einen anderen Lebensraum. ",1.0
1923269,Was für ein billiger kleiner Prolet. Ohne Fußball würde der bestenfalls die Straße kehren. Und damit möchte ich nichts abfälliges über Straßenkehrer sagen.,1.0
1923599,"Was erwartet man schon von jemanden, dessen Wurzel aus einem Maghreb Staat stammen.",1.0
